n,ila
2311,-91461
2312,-102811
2313,-91196
2314,-66763
2315,-39425
2316,2441
2317,49674
2318,80658
2319,90771
2320,104870
2321,102456
2322,73304
2323,24906
2324,-16575
2325,-63659
2326,-82075
2327,-91043
2328,-101402
2329,-101481
2330,-47487
2331,-7030
2332,32561
2333,66753
2334,86250
2335,126503
2336,113195
2337,84099
2338,33629
2339,9619
2340,-4061
2341,-48254
2342,-92071
2343,-103659
2344,-102570
2345,-80984
2346,-27250
2347,-2539
2348,55700
2349,79934
2350,83391
2351,101720
2352,89158
2353,63398
2354,19442
2355,-11219
2356,-42681
2357,-64861
2358,-89507
2359,-103453
2360,-84721
2361,-59068
2362,-4623
2363,41828
2364,58762
2365,89060
2366,92421
2367,87784
2368,66193
2369,43147
2370,3318
2371,-53865
2372,-75595
2373,-96716
2374,-110423
2375,-101071
2376,-73274
2377,-34513
2378,25591
2379,46448
2380,75820
2381,116787
2382,112169
2383,96899
2384,36791
2385,7562
2386,-31153
2387,-70813
2388,-81153
2389,-96547
2390,-95343
2391,-77821
2392,-26863
2393,4786
2394,34156
2395,76681
2396,108207
2397,119153
2398,82223
2399,56072
2400,11655
2401,-16331
2402,-66855
2403,-96942
2404,-84027
2405,-87254
2406,-80497
2407,-49634
2408,18815
2409,58715
2410,72063
2411,86779
2412,94863
2413,93817
2414,65574
2415,15906
2416,-29360
2417,-79425
2418,-97733
2419,-98594
2420,-82619
2421,-82978
2422,-54650
2423,-6285
2424,30059
2425,76215
2426,91804
2427,95019
2428,90014
2429,56292
2430,8558
2431,-39185
2432,-47131
2433,-72102
2434,-93657
2435,-96706
2436,-70730
2437,-18499
2438,12734
2439,45061
2440,89226
2441,116797
2442,107418
2443,84102
2444,43074
2445,19168
2446,-15416
2447,-67529
2448,-104348
2449,-128350
2450,-94888
2451,-49227
2452,-20540
2453,70
2454,41109
2455,83866
2456,97795
2457,92670
2458,77500
2459,58379
2460,-1245
2461,-39034
2462,-73284
2463,-98976
2464,-90919
2465,-100128
2466,-71860
2467,-14605
2468,21848
2469,65165
2470,85171
2471,87837
2472,83939
2473,61197
2474,33387
2475,-386
2476,-53438
2477,-81042
2478,-92176
2479,-91710
2480,-73904
2481,-32589
2482,8451
2483,27508
2484,66766
2485,102823
2486,101946
2487,72670
2488,45224
2489,20399
2490,-19176
2491,-61899
2492,-97044
2493,-106567
2494,-74450
2495,-42631
2496,-29321
2497,21306
2498,76614
2499,91763
2500,89319
2501,92579
2502,72229
2503,29076
2504,-5537
2505,-51108
2506,-98486
2507,-114123
2508,-91105
2509,-65871
2510,-46364
2511,-14839
2512,37901
2513,80610
2514,97159
2515,91195
2516,86166
2517,41847
2518,3781
2519,-35156
2520,-80484
2521,-106882
2522,-114078
2523,-105161
2524,-75613
2525,-20815
2526,32460
2527,78791
2528,78636
2529,96384
2530,105749
2531,75579
2532,30266
2533,-17052
2534,-53816
2535,-77953
2536,-110884
2537,-100551
2538,-79894
2539,-45721
2540,10198
2541,50150
2542,79885
2543,100695
2544,89537
2545,67539
2546,39557
2547,-16164
2548,-42672
2549,-97018
2550,-110184
2551,-103673
2552,-82031
2553,-42670
2554,-20157
2555,51715
2556,74894
2557,73456
2558,91732
2559,80921
2560,61139
2561,-8788
2562,-46473
2563,-67823
2564,-97855
2565,-95376
2566,-82161
2567,-48954
2568,-16865
2569,33624
2570,66126
2571,91024
2572,90142
2573,77664
2574,52707
2575,13774
2576,-32923
2577,-84892
2578,-94998
2579,-93305
2580,-96330
2581,-57708
2582,-5598
2583,41483
2584,72386
2585,82362
2586,111880
2587,102757
2588,56206
2589,787
2590,-40803
2591,-67772
2592,-81511
2593,-84567
2594,-76188
2595,-47560
2596,-23677
2597,33035
2598,81464
2599,100774
2600,105503
2601,75779
2602,31819
2603,8222
2604,-18491
2605,-53475
2606,-89049
2607,-110610
2608,-85652
2609,-40363
2610,-5055
2611,26658
2612,57330
2613,90669
2614,112311
2615,83163
2616,54448
2617,3730
2618,-33925
2619,-59691
2620,-98521
2621,-94853
2622,-73964
2623,-37005
2624,7197
2625,49675
2626,76859
2627,112134
2628,121705
2629,92810
2630,40826
2631,-11713
2632,-37996
2633,-87503
2634,-104379
2635,-90962
2636,-66960
2637,-37587
2638,-5550
2639,48007
2640,79673
2641,100032
2642,97595
2643,72195
2644,27162
2645,-26556
2646,-49244
2647,-84393
2648,-98746
2649,-96289
2650,-76114
2651,-31057
2652,36446
2653,72356
2654,82078
2655,98651
2656,88108
2657,62002
2658,21411
2659,-31985
2660,-68716
2661,-91767
2662,-98161
2663,-88445
2664,-70015
2665,-5754
2666,58090
2667,93305
2668,92906
2669,80730
2670,85730
2671,35263
2672,10395
2673,-36633
2674,-98704
2675,-100784
2676,-93537
2677,-65284
2678,-38289
2679,20865
2680,79483
2681,91290
2682,79762
2683,87766
2684,67757
2685,21837
2686,-29718
2687,-83782
2688,-86545
2689,-80666
2690,-76012
2691,-67406
2692,-15754
2693,52355
2694,88558
2695,101210
2696,81252
2697,67138
2698,43358
2699,93
2700,-69127
2701,-92970
2702,-98208
2703,-100595
2704,-59398
2705,-48584
2706,2663
2707,80242
2708,111817
2709,101127
2710,83624
2711,51628
2712,7076
2713,-32569
2714,-72513
2715,-93986
2716,-104673
2717,-88255
2718,-30776
2719,11003
2720,54836
2721,92188
2722,95815
2723,103211
2724,60663
2725,18285
2726,-28045
2727,-80013
2728,-101652
2729,-108759
2730,-96466
2731,-65634
2732,-11043
2733,26560
2734,64229
2735,100050
2736,93435
2737,66000
2738,29850
2739,-3175
2740,-40757
2741,-100628
2742,-110341
2743,-91782
2744,-45915
2745,-18183
2746,16761
2747,73454
2748,88783
2749,99297
2750,74434
2751,34243
2752,-19811
2753,-49385
2754,-72046
2755,-102866
2756,-109770
2757,-91639
2758,-30001
2759,26105
2760,64932
2761,94242
2762,110448
2763,83362
2764,32645
2765,5318
2766,-25769
2767,-78349
2768,-105209
2769,-96548
2770,-72773
2771,-34493
2772,7344
2773,48790
2774,79477
2775,99582
2776,99601
2777,51629
2778,1973
2779,-22774
2780,-63202
2781,-108380
2782,-99337
2783,-67810
2784,-35151
2785,15581
2786,50802
2787,83584
2788,94731
2789,84834
2790,56499
2791,15053
2792,-28019
2793,-76803
2794,-97258
2795,-96502
2796,-79251
2797,-37280
2798,18447
2799,51821
2800,82940
2801,102563
2802,89975
2803,61232
2804,-100
2805,-35009
2806,-78489
2807,-120231
2808,-106909
2809,-67489
2810,-12470
2811,18841
2812,41794
2813,88487
2814,93645
2815,81223
2816,56740
2817,-1449
2818,-42486
2819,-85781
2820,-98475
2821,-92564
2822,-71436
2823,-28855
2824,23394
2825,70975
2826,93751
2827,108569
2828,90120
2829,31021
2830,-2162
2831,-37046
2832,-80997
2833,-102441
2834,-96991
2835,-49294
2836,-4169
2837,42468
2838,71790
2839,95671
2840,118075
2841,78756
2842,29837
2843,-10935
2844,-66878
2845,-97094
2846,-100644
2847,-78147
2848,-63432
2849,-13596
2850,44087
2851,77904
2852,107587
2853,105504
2854,73228
2855,2786
2856,-41130
2857,-70965
2858,-91733
2859,-93228
2860,-69795
2861,-31803
2862,18020
2863,64752
2864,87365
2865,108874
2866,91365
2867,57636
2868,60
2869,-60556
2870,-90252
2871,-86151
2872,-79534
2873,-67427
2874,-18859
2875,42396
2876,81457
2877,90417
2878,103867
2879,79861
2880,25130
2881,-25154
2882,-54046
2883,-76325
2884,-98678
2885,-86838
2886,-40155
2887,6176
2888,48359
2889,87320
2890,107316
2891,83721
2892,60769
2893,27297
2894,-31922
2895,-71091
2896,-93694
2897,-86426
2898,-59825
2899,-16081
2900,35209
2901,65422
2902,99524
2903,107714
2904,79329
2905,44671
2906,-8289
2907,-66529
2908,-102682
2909,-97369
2910,-73762
2911,-57056
2912,2487
2913,65717
2914,77098
2915,102441
2916,95943
2917,59611
2918,16797
2919,-32430
2920,-79809
2921,-110747
2922,-99180
2923,-57881
2924,-1985
2925,43293
2926,80526
2927,96440
2928,83568
2929,72296
2930,30766
2931,-7517
2932,-58905
2933,-94393
2934,-97449
2935,-83995
2936,-25917
2937,23149
2938,66949
2939,86825
2940,86173
2941,87950
2942,51376
2943,-15481
2944,-57048
2945,-79054
2946,-91478
2947,-78367
2948,-54753
2949,-8972
2950,40979
2951,78539
2952,102608
2953,93252
2954,64675
2955,689
2956,-48474
2957,-78873
2958,-101637
2959,-92957
2960,-65849
2961,-3076
2962,41016
2963,63975
2964,95418
2965,104558
2966,75289
2967,28287
2968,-30583
2969,-89520
2970,-117601
2971,-95381
2972,-47181
2973,-11380
2974,23203
2975,48862
2976,77978
2977,109501
2978,93398
2979,28915
2980,-26734
2981,-66077
2982,-92756
2983,-104239
2984,-77456
2985,-20281
2986,23169
2987,74095
2988,77527
2989,70916
2990,84050
2991,50935
2992,-920
2993,-73813
2994,-103492
2995,-87771
2996,-65534
2997,-38406
2998,4535
2999,61356
3000,101726
3001,94257
3002,60346
3003,33095
3004,-8634
3005,-36659
3006,-82342
3007,-108992
3008,-90549
3009,-41011
3010,23138
3011,65339
3012,88690
3013,92805
3014,67355
3015,29912
3016,-20910
3017,-55348
3018,-55382
3019,-72250
3020,-73422
3021,-51635
3022,-1087
3023,60758
3024,89329
3025,96898
3026,81500
3027,59034
3028,-16650
3029,-82623
3030,-110460
3031,-105519
3032,-62037
3033,-34319
3034,15261
3035,50699
3036,76074
3037,93604
3038,94077
3039,34911
3040,-27820
3041,-64930
3042,-88978
3043,-78589
3044,-76497
3045,-45485
3046,19362
3047,72658
3048,97534
3049,86201
3050,62819
3051,32062
3052,-24612
3053,-70134
3054,-95538
3055,-104135
3056,-65389
3057,-21331
3058,36500
3059,70164
3060,67121
3061,91648
3062,82609
3063,29803
3064,-21165
3065,-73856
3066,-92910
3067,-77436
3068,-50764
3069,-18816
3070,13244
3071,48733
3072,79559
3073,97008
3074,80022
3075,25057
3076,-33923
3077,-73706
3078,-97341
3079,-97914
3080,-69549
3081,-2633
3082,51196
3083,94571
3084,98323
3085,61833
3086,56192
3087,12123
3088,-47954
3089,-75267
3090,-84286
3091,-67271
3092,-49406
3093,-4210
3094,50920
3095,83381
3096,107970
3097,94298
3098,51327
3099,-15699
3100,-92453
3101,-135410
3102,-103530
3103,-32409
3104,3715
3105,44317
3106,69953
3107,84759
3108,89145
3109,55089
3110,17141
3111,-41531
3112,-76543
3113,-96145
3114,-97465
3115,-51380
3116,-3312
3117,56793
3118,94129
3119,86628
3120,73419
3121,43456
3122,-20607
3123,-42791
3124,-61435
3125,-94965
3126,-80540
3127,-47492
3128,-643
3129,52900
3130,85117
3131,94287
3132,72242
3133,47193
3134,13313
3135,-48008
3136,-90108
3137,-94844
3138,-70023
3139,-26929
3140,20085
3141,57793
3142,95986
3143,96074
3144,62240
3145,22568
3146,-26422
3147,-70959
3148,-114051
3149,-100947
3150,-60872
3151,-4224
3152,72962
3153,113521
3154,120995
3155,91983
3156,28537
3157,-35344
3158,-87939
3159,-108677
3160,-77803
3161,-49077
3162,-26721
3163,17523
3164,57265
3165,71436
3166,71929
3167,51067
3168,9117
3169,-31455
3170,-60552
3171,-92630
3172,-79534
3173,-64758
3174,-24783
3175,62082
3176,102273
3177,104265
3178,84595
3179,40731
3180,-15703
3181,-67982
3182,-115870
3183,-112850
3184,-41876
3185,5287
3186,24126
3187,53197
3188,76938
3189,77090
3190,37162
3191,-25930
3192,-69292
3193,-78660
3194,-83082
3195,-66795
3196,-27039
3197,43322
3198,87121
3199,93317
3200,88898
3201,50923
3202,-1323
3203,-54097
3204,-85860
3205,-100987
3206,-84495
3207,-27402
3208,21144
3209,61162
3210,91653
3211,81516
3212,71890
3213,45749
3214,-23980
3215,-67814
3216,-105053
3217,-105560
3218,-58130
3219,-3977
3220,52867
3221,103003
3222,109763
3223,74786
3224,51206
3225,-5789
3226,-76072
3227,-94841
3228,-101009
3229,-76122
3230,-17670
3231,41706
3232,93493
3233,99566
3234,76121
3235,24618
3236,-27464
3237,-43425
3238,-62442
3239,-95686
3240,-82549
3241,-24281
3242,28625
3243,64882
3244,79228
3245,83531
3246,58725
3247,18160
3248,-40566
3249,-93047
3250,-97830
3251,-62493
3252,-8908
3253,32274
3254,56238
3255,73377
3256,82653
3257,48807
3258,8401
3259,-19129
3260,-79315
3261,-101009
3262,-68356
3263,-40093
3264,19994
3265,72004
3266,93785
3267,96937
3268,64562
3269,13889
3270,-63022
3271,-110509
3272,-114028
3273,-84200
3274,-25162
3275,17561
3276,69880
3277,105497
3278,105427
3279,80551
3280,13828
3281,-39054
3282,-75887
3283,-100220
3284,-79400
3285,-51119
3286,-24932
3287,33942
3288,79095
3289,84535
3290,67529
3291,25249
3292,-53430
3293,-101278
3294,-77778
3295,-60137
3296,-31759
3297,10995
3298,57114
3299,105222
3300,115017
3301,74196
3302,9516
3303,-63605
3304,-89949
3305,-77032
3306,-76915
3307,-46822
3308,22505
3309,61126
3310,77016
3311,81067
3312,54216
3313,23671
3314,-21367
3315,-81003
3316,-116137
3317,-92816
3318,-26647
3319,27618
3320,73958
3321,100338
3322,81927
3323,63853
3324,23548
3325,-56395
3326,-90747
3327,-98141
3328,-98779
3329,-48873
3330,7994
3331,51825
3332,100870
3333,116622
3334,78015
3335,22288
3336,-42929
3337,-104566
3338,-120053
3339,-89349
3340,-45431
3341,6229
3342,50268
3343,83516
3344,86813
3345,51143
3346,10475
3347,-34016
3348,-57489
3349,-58322
3350,-58278
3351,-23406
3352,33697
3353,64626
3354,82375
3355,56097
3356,15852
3357,-7128
3358,-48755
3359,-78244
3360,-95986
3361,-74740
3362,-10701
3363,54304
3364,100454
3365,84598
3366,51348
3367,21226
3368,-30407
3369,-68478
3370,-85692
3371,-79038
3372,-33717
3373,18176
3374,42164
3375,64442
3376,94444
3377,74239
3378,28582
3379,-28576
3380,-105420
3381,-108876
3382,-74655
3383,-45005
3384,10561
3385,40913
3386,66556
3387,86246
3388,62212
3389,4918
3390,-70168
3391,-115060
3392,-107608
3393,-62537
3394,-2165
3395,51678
3396,75276
3397,100088
3398,104505
3399,55525
3400,-2546
3401,-65032
3402,-104081
3403,-105111
3404,-65113
3405,16174
3406,70506
3407,97931
3408,91157
3409,42718
3410,-1531
3411,-43371
3412,-85928
3413,-101356
3414,-82558
3415,-28780
3416,54822
3417,92361
3418,84384
3419,50248
3420,-1499
3421,-22066
3422,-49624
3423,-86432
3424,-86848
3425,-70995
3426,-5950
3427,56955
3428,83195
3429,115930
3430,89368
3431,40606
3432,-3430
3433,-67550
3434,-100538
3435,-96169
3436,-73360
3437,-19666
3438,32492
3439,76305
3440,98273
3441,64444
3442,16400
3443,-53088
3444,-87751
3445,-75880
3446,-47362
3447,-9379
3448,22415
3449,71019
3450,101298
3451,86053
3452,28366
3453,-41797
3454,-94445
3455,-115896
3456,-92423
3457,-29061
3458,22995
3459,66306
3460,106212
3461,96292
3462,69835
3463,26714
3464,-52525
3465,-108502
3466,-108472
3467,-64474
3468,3284
3469,70333
3470,97063
3471,94226
3472,72545
3473,19681
3474,-42937
3475,-92729
3476,-100669
3477,-63366
3478,-6985
3479,58281
3480,83070
3481,78320
3482,80696
3483,45430
3484,-14723
3485,-78360
3486,-104970
3487,-83759
3488,-32118
3489,31237
3490,60545
3491,59220
3492,57027
3493,56210
3494,25741
3495,-41580
3496,-102859
3497,-114002
3498,-75789
3499,6429
3500,67130
3501,87171
3502,93237
3503,61634
3504,16375
3505,-31585
3506,-66423
3507,-84976
3508,-87052
3509,-56711
3510,-5406
3511,42315
3512,71698
3513,73273
3514,34363
3515,-6781
3516,-30928
3517,-63312
3518,-71306
3519,-45064
3520,-14784
3521,42853
3522,98146
3523,97464
3524,59774
3525,6174
3526,-49242
3527,-80981
3528,-86656
3529,-67151
3530,-16552
3531,49292
3532,100613
3533,114078
3534,65896
3535,4729
3536,-38295
3537,-93959
3538,-121586
3539,-75232
3540,-13132
3541,35723
3542,91393
3543,101837
3544,74555
3545,44908
3546,-2969
3547,-60923
3548,-91146
3549,-93378
3550,-62868
3551,-10720
3552,24246
3553,80334
3554,94289
3555,59287
3556,24617
3557,-52598
3558,-96977
3559,-89812
3560,-56682
3561,13777
3562,88458
3563,113388
3564,89859
3565,40899
3566,-16688
3567,-73735
3568,-104558
3569,-103303
3570,-68519
3571,5968
3572,76134
3573,106939
3574,112840
3575,75816
3576,1300
3577,-67723
3578,-107064
3579,-98636
3580,-59801
3581,-7477
3582,37496
3583,83897
3584,90586
3585,67029
3586,26269
3587,-53789
3588,-112166
3589,-112826
3590,-74120
3591,-12826
3592,66486
3593,94476
3594,94515
3595,85672
3596,30847
3597,-38538
3598,-86234
3599,-90514
3600,-57839
3601,-7395
3602,35827
3603,68047
3604,94425
3605,75249
3606,5671
3607,-50164
3608,-88742
3609,-96229
3610,-68212
3611,-28923
3612,27852
3613,84649
3614,102617
3615,83256
3616,26872
3617,-47086
3618,-97135
3619,-110556
3620,-73293
3621,-14457
3622,41496
3623,82011
3624,86969
3625,67431
3626,13275
3627,-56362
3628,-93634
3629,-78099
3630,-31168
3631,-568
3632,28580
3633,68289
3634,81178
3635,60111
3636,10845
3637,-47411
3638,-85349
3639,-99218
3640,-68040
3641,-11335
3642,42287
3643,92729
3644,98578
3645,61394
3646,13118
3647,-31549
3648,-75059
3649,-95817
3650,-63470
3651,-18995
3652,34880
3653,97015
3654,101743
3655,59696
3656,7004
3657,-66789
3658,-104577
3659,-84642
3660,-41936
3661,14645
3662,49328
3663,59491
3664,59114
3665,46108
3666,14143
3667,-39994
3668,-78313
3669,-95814
3670,-82425
3671,-19504
3672,48818
3673,96430
3674,106895
3675,74756
3676,16937
3677,-38546
3678,-68741
3679,-84119
3680,-63516
3681,2748
3682,84325
3683,128266
3684,104178
3685,53588
3686,-23231
3687,-84821
3688,-95839
3689,-89098
3690,-53231
3691,9925
3692,78721
3693,109053
3694,90035
3695,34843
3696,-43113
3697,-88472
3698,-82103
3699,-53874
3700,-18906
3701,30988
3702,77003
3703,108285
3704,88078
3705,31640
3706,-30726
3707,-100687
3708,-103943
3709,-66902
3710,-24433
3711,57702
3712,109667
3713,95395
3714,54306
3715,8017
3716,-37504
3717,-66626
3718,-74361
3719,-66820
3720,-27323
3721,37302
3722,82551
3723,86711
3724,58314
3725,-4337
3726,-59172
3727,-87853
3728,-84692
3729,-39465
3730,11171
3731,59400
3732,97221
3733,86847
3734,34550
3735,-13651
3736,-72406
3737,-96142
3738,-76514
3739,-56309
3740,12722
3741,78403
3742,88853
3743,63210
3744,-5319
3745,-49264
3746,-53044
3747,-67289
3748,-51954
3749,4819
3750,62543
3751,86201
3752,55491
3753,27205
3754,-20812
3755,-72303
3756,-102490
3757,-116069
3758,-55392
3759,41845
3760,101533
3761,118179
3762,81386
3763,19651
3764,-24830
3765,-67819
3766,-89942
3767,-70841
3768,-25967
3769,42219
3770,86768
3771,90870
3772,68035
3773,10715
3774,-47757
3775,-87839
3776,-92189
3777,-43891
3778,10878
3779,56910
3780,91572
3781,73534
3782,34583
3783,-7932
3784,-79078
3785,-108503
3786,-80415
3787,-37827
3788,33280
3789,89203
3790,101067
3791,89954
3792,39213
3793,-34523
3794,-76184
3795,-89967
3796,-58719
3797,15923
3798,57124
3799,94674
3800,98362
3801,49382
3802,-7864
3803,-71617
3804,-101138
3805,-76679
3806,-22244
3807,44920
3808,86322
3809,97750
3810,86966
3811,24801
3812,-39027
3813,-108865
3814,-138212
3815,-67483
3816,-15061
3817,43297
3818,102572
3819,83803
3820,47605
3821,-5669
3822,-68458
3823,-86403
3824,-83346
3825,-42262
3826,36929
3827,91927
3828,101801
3829,70138
3830,28378
3831,-11662
3832,-67061
3833,-100025
3834,-85841
3835,-19365
3836,73988
3837,115253
3838,95961
3839,34681
3840,-21819
3841,-65056
3842,-93409
3843,-70679
3844,-35561
3845,16817
3846,69908
3847,90890
3848,79242
3849,12154
3850,-66492
3851,-106540
3852,-96697
3853,-44453
3854,12224
3855,63398
3856,96113
3857,69395
3858,13561
3859,-38770
3860,-82834
3861,-85645
3862,-52122
3863,-128
3864,49032
3865,72807
3866,77840
3867,64616
3868,19527
3869,-52477
3870,-89967
3871,-77628
3872,-41399
3873,18878
3874,77538
3875,94198
3876,64936
3877,4413
3878,-68306
3879,-104876
3880,-68213
3881,-25622
3882,7351
3883,73374
3884,106968
3885,97379
3886,66734
3887,-623
3888,-84241
3889,-129840
3890,-102677
3891,-25613
3892,66695
3893,115941
3894,98070
3895,61097
3896,1980
3897,-54013
3898,-86130
3899,-105290
3900,-64421
3901,21455
3902,92304
3903,124793
3904,89636
3905,1344
3906,-78171
3907,-111089
3908,-101319
3909,-43665
3910,47276
3911,93806
3912,97171
3913,73442
3914,18061
3915,-48841
3916,-86293
3917,-86800
3918,-48653
3919,1283
3920,41939
3921,71530
3922,64009
3923,31209
3924,-20870
3925,-71622
3926,-111313
3927,-96005
3928,-19070
3929,53929
3930,111702
3931,120643
3932,58865
3933,-18245
3934,-69832
3935,-93378
3936,-89247
3937,-36716
3938,48848
3939,99025
3940,91434
3941,54230
3942,-14425
3943,-64924
3944,-80861
3945,-86554
3946,-43196
3947,24728
3948,74807
3949,97068
3950,59981
3951,-14973
3952,-72653
3953,-88259
3954,-59702
3955,-25460
3956,18360
3957,69464
3958,87110
3959,71858
3960,24604
3961,-50090
3962,-110336
3963,-113936
3964,-54512
3965,15107
3966,63785
3967,99877
3968,91451
3969,32603
3970,-37911
3971,-100095
3972,-106212
3973,-48054
3974,10525
